@relation 'bank-weka.filters.unsupervised.attribute.Remove-R2-5,7-11,13-15'

@attribute age numeric
@attribute balance numeric
@attribute duration numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
48,725,105,unknown,no
51,5403,42,unknown,no
32,4089,114,failure,no
35,188,286,unknown,no
37,189,238,success,yes
38,2998,91,unknown,no
77,610,766,unknown,no
32,787,92,unknown,no
43,167,211,unknown,no
36,243,160,failure,no
29,877,166,unknown,no
32,2817,195,unknown,no
41,4567,106,unknown,no
26,127,85,unknown,no
34,176,78,unknown,no
57,0,648,unknown,yes
36,1482,177,other,no
42,3052,32,unknown,no
35,56,24,unknown,no
52,278,688,unknown,no
36,3875,21,unknown,no
46,-337,112,unknown,no
60,366,593,unknown,yes
57,501,59,unknown,no
48,998,121,unknown,no
59,0,97,unknown,no
39,246,86,unknown,no
44,-182,10,unknown,no
27,446,205,unknown,no
59,1173,77,unknown,no
36,5957,138,unknown,no
44,205,289,unknown,yes
50,0,86,unknown,no
41,369,9,unknown,no
47,1934,225,failure,no
32,259,407,unknown,no
38,284,1030,unknown,no
55,23,123,unknown,no
38,1373,119,unknown,no
31,62,175,failure,no
38,157,299,unknown,no
29,991,563,unknown,no
55,186,241,unknown,no
35,977,52,other,no
40,2893,76,unknown,no
34,1897,441,unknown,no
32,5514,319,success,yes
33,889,13,success,no
33,273,803,unknown,yes
37,1193,396,unknown,no
58,2729,188,unknown,no
36,0,637,unknown,no
42,230,175,unknown,no
34,2729,945,success,no
35,317,162,unknown,no
60,517,1178,unknown,no
50,-470,506,failure,no
28,4579,409,unknown,yes
27,1,116,unknown,no
37,5106,244,unknown,yes
31,636,352,unknown,yes
34,1076,152,success,yes
38,126,164,unknown,no
32,-33,234,unknown,no
37,430,154,unknown,no
33,-6,566,unknown,no
71,383,327,success,no
27,130,265,unknown,no
38,2569,172,unknown,no
34,201,257,unknown,no
54,0,618,unknown,yes
30,6,241,unknown,no
35,475,936,unknown,no
33,706,329,failure,no
36,1825,24,failure,no
59,185,177,failure,no
72,4415,120,unknown,no
64,679,135,unknown,no
53,320,175,unknown,no
35,2988,179,unknown,no
58,1407,58,unknown,no
40,1270,342,unknown,no
41,654,139,unknown,no
48,5173,88,unknown,no
44,3463,210,unknown,no
39,0,731,failure,no
61,6016,670,unknown,yes
36,177,63,unknown,no
28,3694,70,unknown,no
58,1640,72,failure,no
60,174,241,failure,no
66,10177,272,unknown,no
36,490,207,failure,yes
49,2576,64,unknown,no
40,0,543,unknown,no
23,598,166,unknown,no
29,15459,245,success,no
44,271,94,unknown,no
54,2508,34,unknown,no
47,320,203,unknown,no
33,640,318,unknown,no
30,1772,158,unknown,no
27,15,177,unknown,no
49,2370,56,other,no
27,201,172,unknown,no
51,160,136,failure,no
32,5,82,other,no
30,75,123,unknown,no
33,4902,110,unknown,no
27,-79,385,unknown,no
75,1341,415,unknown,yes
37,490,73,unknown,no
36,1521,243,unknown,no
37,131,137,unknown,no
35,8,55,unknown,no
32,-632,18,unknown,no
32,116,255,unknown,no
35,189,95,unknown,no
31,2,112,unknown,no
28,4229,205,unknown,no
27,54,97,failure,no
22,549,154,unknown,no
35,298,135,failure,no
69,579,230,unknown,no
37,1467,349,unknown,no
45,0,38,unknown,no
47,109,268,unknown,no
52,-11,94,unknown,no
33,90,263,unknown,no
60,493,671,unknown,yes
33,1897,197,unknown,no
44,2403,180,unknown,no
38,868,452,unknown,no
54,653,352,unknown,no
32,0,175,unknown,no
33,0,163,unknown,no
55,218,200,unknown,no
51,5050,75,unknown,no
48,741,227,unknown,no
37,1050,586,unknown,no
33,-56,119,unknown,no
30,1,80,unknown,no
43,-98,112,other,no
49,4667,130,unknown,no
54,541,237,unknown,no
31,7744,377,unknown,no
54,895,335,unknown,yes
36,-129,121,unknown,no
30,0,127,unknown,no
27,158,650,unknown,yes
30,122,107,unknown,no
30,673,610,unknown,no
35,0,124,unknown,no
33,411,216,unknown,no
43,-97,747,unknown,no
41,-217,313,other,no
41,5037,252,other,yes
46,2232,121,unknown,yes
54,-932,799,unknown,no
32,913,883,failure,no
30,236,197,unknown,no
40,0,271,unknown,no
30,2581,221,unknown,no
27,639,243,unknown,no
41,849,72,unknown,no
54,386,155,unknown,no
32,1218,70,unknown,no
31,2603,280,unknown,yes
42,-921,115,unknown,no
48,607,29,unknown,no
34,79,406,unknown,no
55,61,113,unknown,no
49,1091,47,unknown,no
46,743,36,unknown,no
47,209,135,unknown,no
24,172,67,unknown,no
58,2,684,unknown,no
32,41,686,unknown,yes
25,1116,170,unknown,no
49,-55,150,unknown,no
59,5845,1060,unknown,yes
30,329,122,unknown,no
46,494,724,unknown,no
42,1519,230,success,yes
37,2685,187,unknown,no
44,-14,179,unknown,no
49,5673,357,unknown,no
41,1459,82,unknown,no
48,0,176,unknown,no
31,625,424,failure,no
37,0,115,unknown,no
51,867,177,failure,no
80,8304,712,failure,yes
32,151,118,unknown,no
48,-583,25,unknown,no
49,1784,753,unknown,no
30,3134,124,unknown,no
27,49,208,unknown,no
34,-346,136,unknown,no
49,1623,1081,unknown,yes
48,60,376,failure,no
40,17,78,unknown,no
38,2008,354,unknown,no
46,91,29,failure,no
41,171,209,failure,no
28,1027,433,unknown,no
51,5801,147,unknown,no
33,142,41,failure,no
26,205,111,unknown,no
34,852,108,unknown,no
27,-584,411,unknown,no
42,97,108,unknown,no
45,204,224,unknown,yes
31,628,1083,unknown,no
32,311,757,unknown,yes
39,1564,57,unknown,no
26,856,95,unknown,no
40,1509,144,failure,no
52,-888,135,unknown,no
40,226,176,unknown,no
48,127,524,unknown,no
31,413,65,unknown,no
27,710,653,success,yes
47,1233,91,other,yes
28,171,93,unknown,yes
40,69,503,failure,no
34,1499,186,failure,no
29,751,121,unknown,no
36,61,452,unknown,no
83,425,883,failure,yes
55,2923,104,unknown,no
43,99,24,unknown,no
23,1021,79,unknown,no
44,1146,178,unknown,no
58,781,74,unknown,no
29,1448,217,other,no
30,604,475,unknown,no
29,-194,127,unknown,no
41,0,101,unknown,no
35,0,340,unknown,no
31,1014,158,unknown,no
27,73,242,unknown,no
47,2597,323,unknown,no
53,2627,18,unknown,no
34,1906,68,unknown,no
34,-319,134,unknown,no
36,-296,113,unknown,no
40,169,43,unknown,no
37,556,200,unknown,no
65,300,245,unknown,no
53,751,343,unknown,no
28,126,229,unknown,no
33,-386,530,unknown,no
56,379,58,unknown,no
45,706,78,success,no
39,9121,147,unknown,no
28,1466,40,unknown,no
36,0,618,unknown,no
41,951,23,unknown,no
46,368,293,other,yes
41,121,16,other,no
59,204,286,unknown,no
24,299,209,failure,no
34,4170,935,unknown,no
40,-335,260,unknown,no
42,3165,298,unknown,no
50,254,397,failure,no
25,553,113,failure,no
51,518,76,unknown,no
50,85,141,unknown,no
37,603,773,unknown,no
21,361,329,other,no
52,-98,423,unknown,no
55,4424,67,unknown,no
26,2610,626,unknown,no
38,3234,578,unknown,yes
32,687,61,unknown,no
31,631,248,unknown,no
34,341,136,failure,no
33,316,126,unknown,no
35,2,653,unknown,no
44,415,7,unknown,no
48,507,528,unknown,no
29,912,785,unknown,no
50,0,243,unknown,no
37,37,24,other,no
44,2524,82,unknown,no
36,9019,952,unknown,no
49,39,27,unknown,no
31,0,143,unknown,no
49,265,274,unknown,no
35,0,1174,other,yes
57,4012,915,unknown,no
42,1520,115,unknown,no
36,-140,222,unknown,no
75,852,341,unknown,no
38,578,112,unknown,no
40,0,64,unknown,no
38,2253,937,unknown,yes
34,1171,129,unknown,no
29,452,59,unknown,no
28,-97,79,success,no
79,4738,151,unknown,no
51,467,83,unknown,no
32,0,101,other,no
36,495,157,success,yes
38,157,57,other,no
49,358,176,unknown,no
42,292,222,unknown,no
43,7343,217,unknown,no
34,-563,252,unknown,no
59,351,1063,unknown,yes
35,365,41,unknown,no
33,13494,27,unknown,no
34,846,758,unknown,no
64,1574,301,unknown,yes
34,-28,574,unknown,no
77,0,847,success,yes
57,2927,78,unknown,no
30,501,514,unknown,no
56,1238,1558,unknown,yes
49,301,789,unknown,no
73,1388,146,success,no
39,102,272,unknown,no
57,13,323,failure,no
32,413,712,unknown,no
32,4665,860,unknown,yes
45,638,75,unknown,no
32,101,191,unknown,no
31,1224,1441,unknown,yes
49,1103,428,unknown,no
29,3748,322,unknown,no
55,955,104,unknown,no
30,518,127,unknown,no
45,1893,1259,unknown,yes
39,14,114,unknown,no
36,-423,106,unknown,no
33,3696,305,failure,no
36,2987,307,unknown,yes
31,433,1504,unknown,no
36,756,396,unknown,no
38,0,71,unknown,no
33,2727,205,unknown,no
40,93,134,unknown,no
31,1766,166,unknown,yes
39,124,81,unknown,no
33,69,77,unknown,no
53,0,80,unknown,yes
38,0,537,failure,no
59,259,415,success,yes
55,4103,291,unknown,no
38,744,283,other,no
48,116,70,unknown,no
53,70,611,unknown,no
44,432,132,unknown,no
57,1172,26,unknown,no
29,9,262,unknown,no
31,428,272,unknown,no
35,7546,137,failure,no
31,620,95,unknown,no
35,8647,140,unknown,no
40,192,71,unknown,no
39,0,502,failure,no
43,27733,164,unknown,no
44,276,219,unknown,no
29,113,328,success,yes
40,782,224,unknown,no
33,82,63,unknown,no
46,1008,24,unknown,no
27,6421,147,unknown,no
26,443,84,unknown,no
41,351,175,unknown,no
34,5060,12,unknown,no
39,-41,40,unknown,no
27,-124,217,unknown,no
31,79,235,unknown,no
44,3945,255,unknown,no
55,197,256,unknown,no
51,837,41,unknown,no
50,-94,75,unknown,no
30,1743,192,unknown,no
46,57,796,unknown,yes
49,635,220,unknown,no
56,-113,614,unknown,no
47,225,1126,unknown,yes
30,124,161,unknown,no
36,475,141,unknown,no
40,-7,697,unknown,no
37,375,223,unknown,no
42,936,931,unknown,yes
45,1415,483,failure,no
34,0,63,unknown,no
27,3638,271,unknown,no
30,-99,144,unknown,no
32,167,79,unknown,no
46,19,171,unknown,no
29,242,73,unknown,no
53,13,69,unknown,no
32,286,60,failure,no
49,769,257,unknown,no
35,93,198,other,no
38,1663,217,failure,no
39,238,134,unknown,no
34,2178,41,unknown,no
42,792,611,other,no
35,871,216,unknown,no
60,1025,388,unknown,no
57,63,242,unknown,no
31,16,387,unknown,no
29,417,90,unknown,no
41,3992,281,unknown,no
46,2749,332,unknown,no
33,133,218,unknown,yes
32,1721,650,unknown,no
54,2171,1034,unknown,yes
37,4760,182,failure,no
32,2979,156,unknown,no
43,690,171,unknown,no
50,203,265,other,no
34,322,10,unknown,no
31,1210,350,unknown,no
43,634,65,failure,no
49,273,58,unknown,no
22,47,69,unknown,no
35,1100,127,unknown,no
56,0,154,unknown,no
53,0,36,unknown,no
54,1544,85,failure,no
32,6145,362,failure,no
41,28,49,unknown,no
40,1012,410,unknown,no
33,245,253,unknown,no
33,1998,570,unknown,no
34,3990,633,unknown,no
36,1328,82,unknown,no
34,412,164,unknown,no
55,229,175,unknown,no
28,1562,659,unknown,yes
29,3432,139,unknown,no
31,144,43,unknown,no
52,1339,343,unknown,no
54,386,74,success,no
43,7727,302,unknown,no
55,204,455,unknown,no
28,101,126,unknown,no
45,728,107,unknown,no
45,2418,120,unknown,no
51,2934,727,unknown,no
42,0,275,unknown,no
43,181,41,unknown,no
34,176,61,unknown,no
36,49,232,other,no
37,2023,214,unknown,no
50,372,21,unknown,no
42,7702,138,unknown,yes
34,464,173,other,no
48,117,635,unknown,no
47,104,77,unknown,no
40,1041,73,unknown,no
37,539,540,failure,no
38,0,179,unknown,no
29,406,119,unknown,no
46,2558,107,other,no
26,484,48,unknown,no
30,3516,447,unknown,no
42,5639,430,unknown,no
42,100,64,unknown,no
31,1306,217,unknown,no
37,815,77,unknown,no
26,245,16,unknown,no
54,191,753,unknown,no
70,2815,125,failure,no
29,3672,1210,unknown,no
50,1572,185,unknown,no
60,385,80,unknown,no
32,29,156,unknown,no
32,84,403,unknown,no
34,876,145,unknown,no
48,1499,17,unknown,no
25,0,160,unknown,no
32,6217,486,failure,no
32,329,321,unknown,no
47,162,203,unknown,no
32,14533,646,success,no
49,151,97,unknown,yes
53,-2,144,unknown,no
41,4684,30,unknown,no
47,1149,82,unknown,no
35,11,326,unknown,no
33,8004,414,unknown,no
49,1019,285,unknown,no
46,1297,716,unknown,yes
29,415,449,unknown,no
58,671,16,unknown,no
40,2378,65,unknown,no
34,417,138,unknown,no
60,71,121,unknown,no
43,1188,140,unknown,no
50,8139,256,unknown,no
33,249,61,unknown,no
37,689,367,unknown,no
55,203,9,other,no
45,-183,395,unknown,no
47,3451,125,unknown,no
58,116,580,unknown,no
36,1746,15,failure,no
55,0,119,unknown,no
31,897,26,unknown,no
38,821,224,failure,no
42,130,285,unknown,no
32,1,399,unknown,no
39,8,88,unknown,no
41,55,185,unknown,no
59,699,98,failure,no
42,759,97,failure,no
33,687,72,failure,no
53,4968,109,failure,no
43,1211,208,unknown,no
39,426,1029,unknown,yes
27,376,273,unknown,no
39,12,130,unknown,no
27,23,590,unknown,no
33,353,107,unknown,no
29,330,88,unknown,no
33,0,305,unknown,no
41,353,90,unknown,no
38,2273,222,unknown,no
30,0,127,unknown,no
58,744,38,unknown,no
37,608,380,unknown,no
36,356,244,failure,no
45,1291,189,unknown,no
23,-306,217,unknown,no
53,306,388,success,yes
44,-312,22,unknown,no
32,493,289,unknown,no
32,71,221,unknown,no
38,669,129,unknown,no
47,556,147,other,no
34,84,299,unknown,no
52,108,543,unknown,no
45,-11,247,unknown,no
50,1164,166,unknown,no
52,-191,755,unknown,yes
37,132,336,unknown,no
51,2237,619,unknown,no
32,4761,159,failure,no
33,-346,29,unknown,no
28,655,606,unknown,no
66,1048,971,unknown,no
31,0,231,unknown,no
35,624,163,unknown,no
47,1784,385,unknown,yes
36,1281,119,unknown,no
32,569,348,unknown,no
34,1666,30,unknown,no
40,168,249,failure,no
33,263,119,unknown,no
39,-405,177,unknown,no
38,279,110,unknown,no
32,0,594,unknown,yes
65,300,105,unknown,no
34,415,123,unknown,no
34,0,172,unknown,no
42,1322,178,unknown,no
31,1062,230,unknown,no
47,302,89,unknown,no
44,809,118,unknown,no
38,-278,143,unknown,no
28,3238,7,unknown,no
46,751,104,unknown,no
51,-28,220,unknown,no
42,0,85,unknown,no
37,2442,91,unknown,yes
58,1798,19,unknown,no
43,132,574,success,yes
36,260,49,unknown,no
34,7,171,other,no
31,3283,258,failure,yes
49,323,41,unknown,no
54,2960,83,unknown,no
29,486,95,unknown,no
51,343,78,unknown,no
40,507,134,failure,no
35,5958,215,unknown,yes
25,304,226,unknown,yes
32,118,1275,unknown,yes
30,123,66,other,no
38,76,196,unknown,no
46,70,229,unknown,yes
43,960,241,unknown,no
32,2185,354,unknown,no
29,309,471,unknown,no
56,2190,90,failure,no
57,0,58,unknown,no
38,3732,379,unknown,no
51,1550,12,unknown,no
35,62,67,unknown,no
37,704,165,unknown,no
48,4415,1032,failure,yes
30,4,84,unknown,no
60,262,393,unknown,no
56,238,808,unknown,no
45,97,923,unknown,no
38,410,63,unknown,no
20,1191,274,unknown,no
59,-47,84,unknown,no
34,197,78,unknown,yes
36,6,41,unknown,no
53,2398,317,failure,yes
51,630,138,unknown,no
58,235,88,unknown,no
48,1910,413,unknown,no
56,3172,139,unknown,no
51,872,82,unknown,no
35,407,12,unknown,no
40,100,221,success,yes
59,345,38,unknown,no
44,2058,661,unknown,no
49,889,388,unknown,yes
35,0,151,unknown,no
41,51,140,unknown,no
55,150,124,unknown,no
51,34,200,unknown,no
27,795,101,unknown,no
57,282,261,unknown,no
51,2139,176,unknown,no
38,-469,209,unknown,no
49,197,223,failure,yes
40,825,38,other,no
47,3232,541,failure,no
48,1598,84,unknown,no
47,871,602,unknown,no
56,83,26,unknown,no
29,1445,328,success,yes
38,226,762,unknown,yes
32,-55,107,unknown,no
42,243,46,unknown,no
30,-336,128,unknown,no
26,3672,360,unknown,no
35,0,524,success,yes
35,251,128,unknown,no
35,44,310,other,no
57,2887,819,unknown,yes
29,1992,202,failure,no
32,2,144,unknown,no
45,1415,311,unknown,no
51,297,415,failure,yes
31,1094,93,unknown,no
50,-84,101,unknown,no
38,-1,72,unknown,no
37,347,282,unknown,no
35,1253,210,unknown,no
37,4565,369,unknown,no
28,781,125,unknown,no
38,7124,301,unknown,no
43,17555,14,unknown,no
43,5172,57,unknown,no
56,15520,420,unknown,no
32,13711,638,success,no
58,1533,137,unknown,no
47,286,557,unknown,no
31,-219,66,unknown,no
38,0,206,unknown,no
50,810,19,unknown,no
32,300,166,unknown,no
37,1175,102,failure,no
39,0,46,unknown,no
40,113,126,unknown,no
41,641,161,unknown,no
45,1477,355,unknown,no
31,0,40,unknown,no
54,8,143,unknown,no
39,399,133,unknown,no
56,-435,185,unknown,no
35,2830,22,unknown,no
34,15,184,unknown,no
31,125,78,unknown,no
38,45,125,unknown,no
41,13,189,unknown,no
44,0,300,unknown,no
49,579,396,unknown,no
30,432,340,unknown,no
31,1987,55,unknown,no
34,857,238,unknown,no
70,15834,172,failure,no
45,3370,36,unknown,no
31,6290,303,unknown,no
57,808,417,unknown,no
40,4075,162,unknown,no
28,373,10,failure,no
44,-101,99,unknown,no
49,3250,32,unknown,no
46,1375,308,unknown,no
34,180,298,unknown,no
58,175,92,unknown,no
52,381,288,unknown,no
27,2171,130,other,no
48,340,255,unknown,no
33,10,167,unknown,no
46,4958,64,other,no
51,21244,166,unknown,no
31,156,657,unknown,yes
35,473,434,unknown,no
37,781,75,unknown,no
60,0,40,unknown,no
40,1819,398,unknown,no
50,4374,163,failure,no
34,456,137,unknown,no
32,253,257,unknown,no
36,774,231,failure,no
32,-59,192,unknown,no
40,-81,186,unknown,no
37,0,226,other,no
57,0,67,unknown,no
46,-3,205,unknown,no
31,2488,14,unknown,no
39,3,488,unknown,yes
35,839,50,unknown,no
32,103,312,unknown,no
44,316,163,unknown,no
41,1680,76,unknown,no
59,7179,150,unknown,no
39,247,244,unknown,no
54,8295,207,unknown,yes
27,261,113,unknown,no
51,95,1309,unknown,yes
33,291,72,unknown,no
38,2240,551,failure,no
52,0,163,unknown,no
54,1295,179,unknown,no
33,324,217,unknown,no
50,669,88,unknown,no
39,4143,21,unknown,no
34,2646,142,unknown,yes
41,618,1056,unknown,no
48,541,72,other,no
38,434,411,unknown,no
34,622,145,unknown,no
32,0,80,unknown,no
48,99,344,unknown,no
28,290,128,unknown,no
47,1230,412,success,yes
32,45,908,other,no
32,923,819,unknown,no
38,950,210,unknown,no
86,1503,165,other,no
47,65,118,unknown,no
42,-679,159,failure,no
44,773,618,unknown,no
25,10788,102,other,no
34,991,89,failure,no
34,247,401,unknown,yes
53,4143,200,unknown,no
42,-406,152,unknown,no
30,180,203,failure,no
26,-887,827,unknown,yes
40,4157,735,unknown,no
34,1386,185,unknown,no
34,2211,149,unknown,no
40,-495,303,unknown,no
36,27359,71,unknown,no
34,440,445,failure,no
32,135,232,unknown,no
39,-735,144,failure,no
36,60,209,unknown,no
39,902,691,failure,yes
33,18347,415,unknown,no
34,-72,273,unknown,no
42,1205,376,unknown,yes
46,499,37,unknown,no
32,656,148,unknown,no
27,100,57,unknown,no
35,69,461,unknown,no
53,619,198,unknown,no
29,192,327,unknown,no
35,0,669,unknown,no
49,87,165,unknown,no
58,3228,58,unknown,no
40,1361,1473,unknown,yes
19,0,123,unknown,no
30,34,289,unknown,no
34,318,239,unknown,no
60,197,1386,unknown,no
28,0,294,other,yes
46,273,910,success,yes
49,15,550,unknown,no
59,7813,75,unknown,no
44,-27,100,unknown,no
33,75,204,unknown,no
54,1139,155,failure,no
26,115,46,unknown,no
54,0,1366,failure,no
48,7195,609,unknown,yes
30,-477,1532,unknown,yes
29,1026,226,other,yes
51,3921,168,unknown,no
53,980,352,unknown,yes
43,-179,335,unknown,no
34,2552,74,unknown,no
40,1729,85,unknown,no
43,434,117,unknown,no
33,-300,184,unknown,no
66,4785,72,unknown,no
44,-329,171,unknown,no
33,0,44,unknown,no
31,391,336,unknown,no
71,4657,93,unknown,yes
22,3472,332,failure,yes
46,705,398,unknown,no
32,255,86,unknown,no
45,4365,45,unknown,no
32,350,110,unknown,no
49,474,152,failure,no
27,489,356,unknown,yes
46,757,382,unknown,no
37,695,233,unknown,no
30,-770,87,unknown,no
44,80,387,unknown,no
45,315,103,unknown,no
27,213,378,unknown,yes
57,0,257,unknown,no
66,2169,282,unknown,no
40,212,176,unknown,no
48,333,24,unknown,no
33,4404,766,unknown,no
42,257,955,unknown,yes
47,3188,426,unknown,no
27,3083,244,unknown,no
78,226,136,unknown,no
50,1260,172,unknown,no
46,1410,93,failure,no
41,6046,300,success,yes
36,980,118,failure,no
49,-37,191,unknown,no
46,-154,107,unknown,no
77,680,513,failure,no
30,799,91,unknown,no
43,-1164,76,unknown,no
44,2523,1236,unknown,no
40,98,193,unknown,no
38,3419,324,unknown,no
25,343,377,unknown,yes
49,852,408,unknown,no
33,50,246,unknown,no
40,0,58,unknown,no
44,10,196,unknown,no
32,950,219,unknown,no
52,0,197,unknown,no
35,175,257,unknown,no
35,-259,381,failure,no
32,6217,486,unknown,no
42,-1310,162,unknown,no
59,139,153,unknown,no
44,7138,809,unknown,yes
50,1111,50,unknown,no
27,113,39,unknown,no
55,-612,131,unknown,no
54,310,526,other,no
31,-186,172,unknown,no
56,2038,405,success,no
51,833,77,unknown,no
61,625,158,unknown,no
34,105,146,failure,no
56,551,27,unknown,no
29,145,105,unknown,no
34,618,119,unknown,no
35,1063,327,unknown,no
56,985,150,unknown,no
45,2926,482,failure,no
31,-449,81,unknown,no
37,66,1164,unknown,yes
43,0,674,unknown,no
40,419,347,unknown,no
44,4758,712,unknown,yes
38,-23,48,unknown,no
58,1573,279,unknown,no
24,77,236,unknown,no
53,1378,91,unknown,no
36,-73,15,unknown,no
28,60,161,failure,no
45,137,187,unknown,no
32,1583,100,failure,no
46,-121,214,unknown,no
28,1065,406,failure,no
51,-13,361,failure,no
51,1869,30,unknown,no
30,4787,99,unknown,no
39,-183,202,unknown,no
28,702,318,unknown,no
31,1494,275,unknown,no
31,0,59,unknown,no
38,46,70,unknown,no
31,609,1126,failure,no
74,4079,343,unknown,yes
40,0,228,failure,yes
43,7876,209,unknown,no
34,925,709,unknown,yes
54,7010,275,unknown,no
51,42,51,failure,no
33,285,267,unknown,no
41,0,95,unknown,no
33,3170,246,unknown,no
48,8,46,unknown,no
42,216,144,unknown,no
35,2975,249,unknown,no
25,894,328,unknown,no
38,490,17,unknown,no
45,245,126,unknown,no
59,0,52,unknown,no
47,150,52,unknown,no
33,4,285,unknown,no
59,1727,500,failure,yes
41,664,955,unknown,yes
42,473,216,unknown,no
51,0,84,unknown,no
45,-192,138,unknown,no
30,1942,436,other,yes
33,5137,123,unknown,no
43,13044,36,unknown,no
37,1053,405,unknown,no
73,154,103,unknown,no
43,625,175,unknown,no
52,255,374,unknown,no
44,529,129,unknown,no
56,318,246,unknown,no
21,1903,107,unknown,no
43,1937,385,unknown,no
54,3859,104,unknown,no
59,4198,309,success,yes
52,230,198,failure,no
31,747,543,unknown,yes
53,263,143,unknown,no
24,-46,23,unknown,no
57,0,104,unknown,no
48,568,378,success,yes
57,1469,364,unknown,no
51,18,363,unknown,no
50,201,248,unknown,no
34,1412,157,unknown,no
43,-93,402,unknown,no
31,-331,203,unknown,no
29,486,422,failure,no
39,694,44,unknown,no
36,2806,358,unknown,no
38,0,39,unknown,no
56,2959,325,unknown,no
41,22,238,other,no
47,1167,968,failure,yes
38,35,156,failure,no
80,8304,681,success,no
37,4760,187,unknown,no
44,-1313,104,unknown,no
33,697,860,unknown,yes
53,230,112,unknown,no
69,473,112,failure,no
46,1427,32,unknown,no
30,201,325,unknown,yes
31,1086,410,unknown,no
38,4335,640,unknown,no
34,44,118,unknown,no
48,286,166,unknown,no
46,216,173,unknown,no
42,214,21,unknown,no
41,343,89,unknown,no
33,-77,151,unknown,no
39,1046,112,unknown,no
27,1566,164,unknown,no
26,592,145,other,no
38,104,606,unknown,yes
48,0,105,unknown,no
54,-22,85,unknown,no
51,0,439,unknown,no
47,72,278,unknown,no
53,100,205,unknown,no
35,319,221,unknown,no
58,9339,52,other,no
52,50,84,unknown,no
57,32,476,unknown,no
52,6922,371,unknown,no
35,633,128,unknown,no
48,4265,220,unknown,no
46,2262,44,unknown,no
39,1970,30,success,no
38,1513,330,failure,no
34,4659,28,unknown,no
47,668,908,unknown,no
35,649,177,unknown,no
46,452,113,unknown,no
27,-145,289,unknown,no
31,-498,357,unknown,no
31,0,38,unknown,no
46,22,414,unknown,no
31,2304,257,unknown,no
33,1412,480,unknown,yes
42,145,252,unknown,no
33,4897,151,unknown,no
40,1832,213,unknown,no
51,3726,119,unknown,no
31,591,161,unknown,no
62,0,227,unknown,yes
24,508,12,other,no
48,817,517,success,yes
41,348,225,failure,no
43,291,150,unknown,no
52,3554,89,unknown,no
54,781,103,unknown,no
32,267,128,unknown,no
38,1327,277,unknown,no
41,-306,500,unknown,yes
31,864,113,unknown,no
35,1265,326,failure,yes
26,0,755,unknown,no
52,214,161,unknown,no
58,425,100,unknown,no
57,3,142,unknown,no
34,0,214,unknown,no
59,0,167,unknown,no
27,282,676,unknown,no
42,0,236,unknown,no
47,3727,993,unknown,yes
33,0,83,unknown,no
31,864,100,unknown,no
37,4089,289,other,yes
29,-478,528,unknown,no
38,-363,340,unknown,no
35,8883,33,unknown,no
31,1970,284,unknown,no
62,1859,245,unknown,yes
32,1059,115,unknown,no
31,388,730,unknown,no
51,602,347,failure,no
29,0,58,unknown,no
43,255,180,unknown,no
36,63,56,unknown,no
34,712,326,unknown,no
29,57,342,unknown,no
57,523,49,unknown,no
43,422,110,unknown,no
33,386,253,failure,yes
60,3387,636,unknown,no
51,260,137,unknown,no
40,-1,173,unknown,no
51,1490,227,unknown,no
38,497,88,unknown,no
35,1707,426,unknown,no
47,826,195,other,no
45,907,230,unknown,no
40,1836,750,unknown,yes
29,404,413,unknown,no
52,907,104,unknown,no
26,18,138,unknown,no
31,-495,334,unknown,no
55,1210,868,unknown,no
35,819,102,unknown,no
56,442,77,unknown,no
28,-46,199,success,yes
27,671,332,unknown,no
30,371,124,unknown,no
51,-3,91,unknown,no
33,11,104,unknown,no
32,33,125,failure,no
43,104,635,unknown,yes
46,174,90,unknown,no
32,3107,310,unknown,no
40,1438,207,failure,no
39,1367,43,unknown,no
51,-11,126,unknown,no
46,1693,137,success,no
43,778,284,unknown,no
36,837,68,unknown,no
48,363,67,unknown,no
26,236,8,unknown,no
39,0,62,unknown,no
47,-50,175,unknown,no
23,4,395,unknown,yes
54,26306,27,failure,no
38,46,195,unknown,no
33,575,254,unknown,no
35,148,199,unknown,no
52,431,73,unknown,no
25,777,351,unknown,no
29,199,1689,unknown,yes
35,3552,267,unknown,no
49,47,234,unknown,no
41,3823,234,unknown,no
32,138,94,unknown,no
29,1117,77,unknown,no
28,1325,242,unknown,no
59,0,247,unknown,no
34,4343,85,unknown,no
55,1598,607,unknown,no
34,3301,485,failure,yes
24,822,184,failure,yes
42,-280,258,unknown,no
34,1534,156,other,no
34,1671,160,unknown,no
51,2007,1021,unknown,no
58,0,5,unknown,no
44,2776,701,unknown,yes
33,139,732,failure,yes
34,573,122,unknown,no
34,475,559,unknown,no
42,47,141,unknown,no
46,2154,87,unknown,no
31,96,577,unknown,no
39,83,193,unknown,no
34,6766,210,unknown,no
47,3973,732,unknown,no
42,372,121,unknown,no
48,-552,150,unknown,no
30,48,140,unknown,no
38,7696,386,unknown,no
24,4500,733,unknown,yes
34,1,108,unknown,no
46,46,80,failure,no
32,-18,155,unknown,no
46,451,389,unknown,no
26,479,133,unknown,no
42,0,328,unknown,no
50,1130,119,unknown,no
41,389,87,unknown,no
34,10,162,failure,no
32,401,294,unknown,no
58,145,128,unknown,no
45,115,108,unknown,no
28,89,172,unknown,no
35,94,208,unknown,no
