@relation 'income50-weka.filters.unsupervised.attribute.Remove-R1-4,7,9-10,13-14'

@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute above50 {>50K,<=50K}

@data
13,Married-civ-spouse,Husband,0,0,>50K
9,Divorced,Not-in-family,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
13,Married-civ-spouse,Husband,0,0,>50K
14,Divorced,Unmarried,6497,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
14,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,>50K
9,Divorced,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,<=50K
9,Never-married,Not-in-family,0,1669,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
12,Never-married,Own-child,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,7298,0,>50K
11,Never-married,Not-in-family,0,0,<=50K
14,Divorced,Not-in-family,0,0,<=50K
16,Married-civ-spouse,Husband,0,0,>50K
10,Divorced,Not-in-family,0,0,<=50K
5,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
3,Married-civ-spouse,Husband,0,0,<=50K
11,Married-civ-spouse,Other-relative,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
12,Never-married,Not-in-family,0,0,<=50K
5,Never-married,Not-in-family,0,0,<=50K
13,Divorced,Not-in-family,0,1876,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,>50K
10,Never-married,Own-child,0,0,<=50K
4,Never-married,Unmarried,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Other-relative,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
11,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
16,Married-civ-spouse,Husband,0,1977,>50K
7,Divorced,Unmarried,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
10,Divorced,Not-in-family,0,1876,<=50K
11,Never-married,Own-child,0,0,<=50K
9,Divorced,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
14,Divorced,Unmarried,15020,0,>50K
9,Never-married,Unmarried,0,0,>50K
6,Never-married,Own-child,0,0,<=50K
9,Divorced,Own-child,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
12,Divorced,Unmarried,0,0,<=50K
10,Never-married,Unmarried,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
15,Married-civ-spouse,Wife,7688,0,>50K
10,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Widowed,Unmarried,0,0,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
1,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Separated,Not-in-family,0,2258,>50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
12,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
14,Divorced,Unmarried,0,0,<=50K
9,Never-married,Own-child,34095,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Separated,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
13,Divorced,Unmarried,0,0,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Husband,0,1887,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,3137,0,<=50K
9,Divorced,Not-in-family,0,0,>50K
4,Divorced,Unmarried,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,0,1977,>50K
15,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
4,Never-married,Other-relative,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,2105,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
7,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Divorced,Not-in-family,0,0,>50K
10,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
16,Never-married,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,>50K
9,Widowed,Unmarried,0,1762,<=50K
11,Divorced,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Widowed,Not-in-family,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
13,Separated,Unmarried,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
10,Divorced,Own-child,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-spouse-absent,Unmarried,0,0,<=50K
13,Divorced,Not-in-family,0,0,<=50K
6,Divorced,Own-child,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
13,Never-married,Not-in-family,0,1590,<=50K
11,Married-civ-spouse,Wife,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Separated,Other-relative,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Other-relative,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
10,Divorced,Not-in-family,0,0,<=50K
7,Never-married,Own-child,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
7,Married-civ-spouse,Wife,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,3411,0,<=50K
15,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Not-in-family,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
13,Married-civ-spouse,Husband,0,0,>50K
6,Separated,Unmarried,0,0,<=50K
10,Divorced,Not-in-family,0,0,>50K
15,Never-married,Not-in-family,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
13,Married-civ-spouse,Husband,15024,0,>50K
9,Separated,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,2885,0,<=50K
16,Never-married,Not-in-family,0,0,>50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
16,Married-civ-spouse,Wife,0,0,<=50K
9,Married-spouse-absent,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Other-relative,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,>50K
9,Never-married,Own-child,0,1602,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
7,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
12,Never-married,Own-child,0,0,<=50K
16,Married-civ-spouse,Husband,7298,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
2,Separated,Unmarried,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,<=50K
11,Married-civ-spouse,Wife,0,0,>50K
13,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
4,Never-married,Other-relative,0,0,<=50K
9,Married-civ-spouse,Other-relative,0,0,>50K
9,Married-civ-spouse,Wife,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Other-relative,0,1602,<=50K
10,Never-married,Not-in-family,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Divorced,Unmarried,0,0,<=50K
2,Separated,Own-child,0,0,<=50K
16,Married-civ-spouse,Husband,0,0,<=50K
4,Never-married,Other-relative,0,0,<=50K
10,Never-married,Other-relative,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
12,Divorced,Not-in-family,0,0,<=50K
16,Married-civ-spouse,Husband,0,0,>50K
4,Divorced,Not-in-family,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
6,Married-civ-spouse,Husband,0,0,<=50K
11,Divorced,Unmarried,0,0,<=50K
10,Married-civ-spouse,Wife,0,0,>50K
15,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Own-child,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
6,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Divorced,Not-in-family,99999,0,>50K
10,Married-civ-spouse,Wife,0,0,<=50K
13,Divorced,Not-in-family,0,0,<=50K
10,Divorced,Unmarried,0,0,<=50K
9,Divorced,Not-in-family,14344,0,>50K
10,Never-married,Own-child,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
12,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
12,Divorced,Not-in-family,0,0,<=50K
6,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
7,Never-married,Own-child,0,0,<=50K
8,Married-civ-spouse,Wife,0,0,<=50K
10,Married-civ-spouse,Wife,0,1887,>50K
6,Separated,Unmarried,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
7,Never-married,Own-child,0,0,<=50K
4,Never-married,Unmarried,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Wife,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
13,Divorced,Not-in-family,0,0,<=50K
15,Married-civ-spouse,Husband,0,1977,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Own-child,4650,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Divorced,Not-in-family,0,0,>50K
10,Divorced,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Unmarried,0,0,<=50K
10,Never-married,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
13,Never-married,Own-child,27828,0,>50K
10,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
10,Widowed,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,3411,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,<=50K
10,Divorced,Not-in-family,0,0,<=50K
12,Married-civ-spouse,Husband,0,1902,>50K
9,Married-civ-spouse,Husband,3781,0,<=50K
6,Divorced,Not-in-family,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
14,Never-married,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
14,Never-married,Not-in-family,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
10,Married-civ-spouse,Wife,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Not-in-family,13550,0,>50K
12,Divorced,Unmarried,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Divorced,Unmarried,0,0,<=50K
13,Married-civ-spouse,Husband,7688,0,>50K
10,Never-married,Own-child,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,15024,0,>50K
13,Never-married,Not-in-family,0,0,<=50K
14,Married-civ-spouse,Husband,15024,0,>50K
10,Never-married,Own-child,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
13,Never-married,Own-child,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,1977,>50K
5,Married-civ-spouse,Husband,0,0,<=50K
12,Separated,Unmarried,0,0,<=50K
10,Widowed,Unmarried,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
14,Never-married,Own-child,0,0,<=50K
6,Never-married,Not-in-family,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,1887,>50K
10,Married-spouse-absent,Own-child,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
3,Married-civ-spouse,Husband,7298,0,>50K
13,Divorced,Not-in-family,0,0,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,7298,0,>50K
12,Never-married,Not-in-family,2354,0,<=50K
12,Never-married,Own-child,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
10,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,>50K
7,Never-married,Own-child,0,0,<=50K
11,Married-civ-spouse,Husband,0,1485,<=50K
10,Divorced,Own-child,0,0,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
3,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
14,Married-civ-spouse,Husband,7298,0,>50K
13,Married-civ-spouse,Husband,0,2002,<=50K
9,Married-civ-spouse,Wife,2635,0,<=50K
10,Never-married,Unmarried,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Not-in-family,0,0,>50K
9,Divorced,Unmarried,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Wife,0,0,<=50K
10,Never-married,Own-child,0,1974,<=50K
11,Never-married,Not-in-family,0,0,<=50K
6,Never-married,Not-in-family,0,0,<=50K
9,Never-married,Other-relative,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,<=50K
10,Never-married,Own-child,2174,0,<=50K
9,Never-married,Unmarried,0,1408,<=50K
8,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
6,Married-civ-spouse,Husband,0,0,<=50K
9,Widowed,Not-in-family,0,0,<=50K
9,Separated,Not-in-family,0,0,<=50K
5,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
14,Married-civ-spouse,Wife,0,0,>50K
13,Never-married,Not-in-family,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,<=50K
14,Never-married,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
9,Divorced,Not-in-family,0,0,>50K
15,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
13,Married-spouse-absent,Not-in-family,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
13,Married-civ-spouse,Husband,15024,0,>50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,1485,>50K
10,Separated,Not-in-family,4101,0,<=50K
13,Married-civ-spouse,Husband,0,1672,<=50K
10,Separated,Not-in-family,0,0,<=50K
16,Married-civ-spouse,Husband,0,1887,>50K
6,Married-civ-spouse,Wife,0,0,<=50K
12,Never-married,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,3781,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Separated,Not-in-family,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
7,Never-married,Not-in-family,0,0,<=50K
3,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
16,Divorced,Not-in-family,99999,0,>50K
12,Divorced,Not-in-family,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Widowed,Unmarried,0,0,<=50K
7,Widowed,Not-in-family,0,0,<=50K
6,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Wife,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Not-in-family,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,<=50K
13,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
8,Never-married,Not-in-family,0,0,<=50K
12,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
7,Never-married,Not-in-family,0,0,<=50K
14,Divorced,Unmarried,7430,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Divorced,Not-in-family,0,0,<=50K
7,Married-civ-spouse,Other-relative,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
13,Separated,Unmarried,0,0,<=50K
10,Married-civ-spouse,Husband,99999,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
13,Divorced,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
15,Married-civ-spouse,Husband,0,0,>50K
13,Married-civ-spouse,Husband,0,0,>50K
10,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Not-in-family,0,0,<=50K
10,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,<=50K
6,Never-married,Unmarried,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
7,Never-married,Other-relative,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
13,Divorced,Not-in-family,14084,0,>50K
9,Married-civ-spouse,Husband,99999,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
11,Married-civ-spouse,Husband,0,0,<=50K
13,Never-married,Own-child,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
11,Divorced,Unmarried,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
9,Separated,Own-child,0,0,<=50K
9,Separated,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Other-relative,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
7,Never-married,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
13,Divorced,Not-in-family,0,0,<=50K
13,Divorced,Not-in-family,0,1408,<=50K
4,Married-civ-spouse,Wife,0,0,>50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
13,Divorced,Not-in-family,0,2339,<=50K
7,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Own-child,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Married-civ-spouse,Own-child,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
10,Divorced,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Wife,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
10,Divorced,Own-child,0,0,<=50K
9,Married-civ-spouse,Husband,0,1672,<=50K
10,Never-married,Own-child,0,0,<=50K
5,Married-civ-spouse,Husband,0,0,<=50K
8,Married-civ-spouse,Husband,0,0,>50K
9,Separated,Unmarried,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
7,Married-civ-spouse,Husband,2635,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
9,Divorced,Not-in-family,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
14,Married-civ-spouse,Husband,0,0,>50K
9,Divorced,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Married-civ-spouse,Husband,7298,0,>50K
10,Never-married,Not-in-family,0,0,<=50K
4,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Own-child,0,0,<=50K
9,Married-civ-spouse,Wife,0,0,<=50K
15,Married-civ-spouse,Husband,99999,0,>50K
6,Never-married,Unmarried,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
10,Never-married,Not-in-family,0,0,<=50K
5,Married-civ-spouse,Husband,0,0,<=50K
14,Separated,Unmarried,0,0,<=50K
6,Divorced,Not-in-family,0,0,<=50K
10,Divorced,Not-in-family,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,1848,>50K
10,Never-married,Other-relative,0,0,<=50K
4,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Not-in-family,0,0,>50K
9,Widowed,Unmarried,0,0,<=50K
10,Married-civ-spouse,Husband,0,2174,>50K
5,Married-civ-spouse,Husband,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
7,Married-civ-spouse,Husband,0,0,<=50K
10,Never-married,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,>50K
7,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,1579,<=50K
7,Never-married,Own-child,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
13,Married-civ-spouse,Husband,4064,0,<=50K
12,Married-civ-spouse,Wife,0,0,<=50K
10,Separated,Not-in-family,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,>50K
9,Separated,Not-in-family,4101,0,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,<=50K
8,Never-married,Own-child,0,0,<=50K
13,Never-married,Not-in-family,0,0,<=50K
7,Never-married,Own-child,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
11,Divorced,Unmarried,0,0,<=50K
14,Divorced,Not-in-family,0,0,<=50K
6,Never-married,Not-in-family,0,0,<=50K
10,Married-spouse-absent,Unmarried,0,0,<=50K
9,Married-civ-spouse,Husband,0,0,<=50K
9,Divorced,Unmarried,0,0,<=50K
14,Divorced,Not-in-family,0,0,>50K
9,Married-civ-spouse,Husband,0,0,<=50K
13,Separated,Not-in-family,0,0,>50K
12,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
10,Married-civ-spouse,Husband,0,0,>50K
9,Never-married,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
11,Married-civ-spouse,Husband,7688,0,>50K
11,Separated,Own-child,0,0,<=50K
13,Married-civ-spouse,Husband,0,0,>50K
10,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Not-in-family,0,0,<=50K
10,Married-civ-spouse,Husband,3464,0,<=50K
9,Never-married,Own-child,0,0,<=50K
9,Never-married,Unmarried,0,0,<=50K
13,Never-married,Not-in-family,0,1876,<=50K
13,Married-civ-spouse,Husband,0,0,<=50K
9,Never-married,Own-child,0,0,<=50K
